Date,Team,Opp.,GF,GA,Result,GFax,GAax,GDax,PTSax,Win Prob.,xGF,xGA,xPts,Lg.
Feb 24,University of Vermont,Northeastern University,2,3,Loss,-1.95,-2.91,0.95,-0.78,25,3.95,5.91,0.78,W2
Feb 24,Central Michigan University,Adrian College,2,3,OT Loss,-3.87,-4.09,0.22,-0.421,47.3,5.87,6.09,1.421,W2
Feb 24,Villanova University,University of Maryland,5,3,Win,-2.76,-0.12,-2.63,0.191,94.2,7.76,3.12,2.809,W2
Feb 24,University of Pennsylvania,West Chester University,14,0,Win,2.43,-3.33,5.76,0.001,100,11.57,3.33,2.999,W2
Feb 24,Sault College,Michigan State University,12,0,Win,0.99,-2,2.99,0.001,100,11.01,2,2.999,W2
Feb 24,Providence College,Saint Anselm College,0,3,Loss,-8.35,-0.79,-7.55,-2.782,93.4,8.35,3.79,2.782,W2
Feb 24,University of Delaware,United States Naval Academy,2,1,Win,-4.97,-4.95,-0.02,1.136,62.6,6.97,5.95,1.864,W2
Feb 24,The Ohio State University,Niagara University,2,0,Win,-5.18,-5.85,0.68,1.033,66.2,7.18,5.85,1.967,W2
Feb 24,Assiniboine Community College,North Dakota State University,6,1,Win,-4.86,-1.89,-2.98,0.004,99.9,10.86,2.89,2.996,W2
Feb 24,Mercyhurst University,University of Pittsburgh,3,2,OT Win,-5.65,-3.2,-2.45,-0.322,78.3,7.65,5.2,2.322,W2
Feb 24,Lake Region State College,Iowa State University,9,3,Win,1.21,-1.46,2.67,0.447,86,7.79,4.46,2.553,W2
Feb 24,Loyola University Chicago,University of Notre Dame,3,6,Loss,0.56,-2.37,2.94,-0.065,1.9,2.44,8.37,0.065,W2
Feb 25,University of Pennsylvania,Montclair State University,11,4,Win,-0.51,-0.46,-0.05,0.009,99.8,11.51,4.46,2.991,W2
Feb 25,Central Michigan University,Michigan State University,5,2,Win,-3.48,-2.2,-1.29,0.263,91.9,8.48,4.2,2.737,W2
Feb 25,University of Notre Dame,Loyola University Chicago,8,0,Win,-0.81,-2.24,1.44,0.035,99,8.81,2.24,2.965,W2
Feb 25,Sault College,Adrian College,4,0,Win,-5.91,-2.93,-2.98,0.024,99.3,9.91,2.93,2.976,W2
Feb 25,Assiniboine Community College,North Dakota State University,6,0,Win,-4.86,-2.89,-1.98,0.004,99.9,10.86,2.89,2.996,W2
Feb 25,Mercyhurst University,The Ohio State University,3,1,Win,-3.57,-6.4,2.83,1.795,39.8,6.57,7.4,1.205,W2
Feb 25,Villanova University,University of Delaware,1,0,OT Win,-5.93,-5.16,-0.76,0.217,59.9,5.93,5.16,1.783,W2
Feb 25,Worcester Polytechnic Institute,Roger Williams University,11,3,Win,10.99,2.99,8,1.37,63,0.01,0.01,1.63,W2
Feb 25,Lake Region State College,Iowa State University,2,3,Loss,-5.79,-1.46,-4.33,-2.553,86,7.79,4.46,2.553,W2
Mar 2,United States Naval Academy,Boston University,4,1,Win,-4.56,-3.34,-1.22,0.275,91.5,8.56,4.34,2.725,W2
Mar 12,Providence College,Liberty University,4,1,Win,-1.9,-2.55,0.65,0.644,79.5,5.9,3.55,2.356,W2
Mar 12,Villanova University,Assumption University,2,6,Loss,-2.97,1.29,-4.26,-1.603,53.6,4.97,4.71,1.603,W2
Mar 12,Assiniboine Community College,Northern Michigan University,10,2,Win,-0.19,-0.81,0.62,0.014,99.6,10.19,2.81,2.986,W2
Mar 12,Sault College,Mercyhurst University,7,0,Win,-4.13,-2.19,-1.93,0.001,100,11.13,2.19,2.999,W2
Mar 12,University of Delaware,University of Saint Thomas,4,2,Win,-2.73,-4.35,1.62,1.365,54.7,6.73,6.35,1.635,W2
Mar 12,Dakota College at Bottineau,Adrian College,4,0,Win,-4.11,-4.55,0.44,0.401,87.5,8.11,4.55,2.599,W2
Mar 12,Central Michigan University,Boston College,2,2,Tie,-4.24,-4.06,-0.18,-0.066,52.3,6.24,6.06,1.566,W2
Mar 12,Northeastern University,United States Naval Academy,2,2,Tie,-4.98,-2.38,-2.6,-0.882,80.3,6.98,4.38,2.382,W2
Mar 13,Providence College,University of Saint Thomas,4,3,OT Win,-3.32,-1.72,-1.61,-0.082,70.2,6.32,4.72,2.082,W2
Mar 13,Villanova University,Adrian College,0,5,Loss,-5.25,0.1,-5.35,-1.636,54.8,5.25,4.9,1.636,W2
Mar 13,Assiniboine Community College,Boston College,5,2,Win,-5.1,-1.09,-4,0.023,99.3,10.1,3.09,2.977,W2
Mar 13,Sault College,United States Naval Academy,4,0,Win,-6.44,-2.95,-3.49,0.011,99.7,10.44,2.95,2.989,W2
Mar 13,University of Delaware,Liberty University,3,4,OT Loss,-3.29,-1.84,-1.45,-1.026,68.3,6.29,4.84,2.026,W2
Mar 13,Dakota College at Bottineau,Assumption University,5,4,Win,-2.79,-0.37,-2.42,0.427,86.6,7.79,4.37,2.573,W2
Mar 13,Central Michigan University,Northern Michigan University,2,6,Loss,-4.41,0.46,-4.87,-1.816,61,6.41,5.54,1.816,W2
Mar 13,Northeastern University,Mercyhurst University,4,2,Win,-5,-1.26,-3.74,0.088,97.4,9,3.26,2.912,W2
Sep 22,University of Pennsylvania,Georgetown University,3,0,Win,-6.77,-4.18,-2.59,0.099,97,9.77,4.18,2.901,W2
Sep 22,Northern Michigan University,Miami University,10,0,Win,2.57,-3.72,6.29,0.349,89.2,7.43,3.72,2.651,W2
Sep 23,Northern Michigan University,Miami University,6,2,Win,-1.43,-1.72,0.29,0.349,89.2,7.43,3.72,2.651,W2
Sep 23,University of Pittsburgh,Villanova University,1,11,Loss,-1.83,2.22,-4.05,-0.07,2,2.83,8.78,0.07,W2
Sep 23,University of Pennsylvania,George Washington University,10,0,Win,-1.57,-1.86,0.3,0,100,11.57,1.86,3,W2
Sep 24,University of Pittsburgh,Villanova University,0,8,Loss,-2.83,-0.78,-2.05,-0.07,2,2.83,8.78,0.07,W2
Sep 24,West Chester University,University of Delaware,0,15,Loss,-1.37,3.27,-4.65,-0,0,1.37,11.73,0,W2
Sep 24,Rowan University,University of Maryland,3,2,Win,-1.43,-5.59,4.16,2.517,15.2,4.43,7.59,0.483,W2
Sep 24,College of the Holy Cross,Saint Anselm College,5,8,Loss,1.98,-1.85,3.82,-0.029,0.8,3.02,9.85,0.029,W2
Sep 28,Bowling Green State University,Miami University,2,4,Loss,-3,-2.53,-0.47,-0.95,31,5,6.53,0.95,W2
Sep 29,Rowan University,Liberty University,0,6,Loss,-3,-2.91,-0.1,-0.075,2.2,3,8.91,0.075,W2
Sep 29,Bowling Green State University,Miami University,2,1,OT Win,-4,-5.53,1.53,1.05,31,5,6.53,0.95,W2
Sep 29,University of Maryland,Villanova University,2,7,Loss,-1.12,-0.76,-0.37,-0.191,5.8,3.12,7.76,0.191,W2
Sep 29,Harvard University,Northeastern University,1,4,Loss,-1.52,-3.27,1.75,-0.155,4.6,2.52,7.27,0.155,W2
Sep 29,Assumption University,University Of Connecticut,7,2,Win,-0.98,-0.84,-0.14,0.13,96.1,7.98,2.84,2.87,W2
Sep 29,University of Pittsburgh,The Ohio State University,1,7,Loss,-3.75,-1.4,-2.35,-0.385,12,4.75,8.4,0.385,W2
Sep 30,Rowan University,Liberty University,0,5,Loss,-3,-3.91,0.9,-0.075,2.2,3,8.91,0.075,W2
Sep 30,Saint Anselm College,Northeastern University,2,6,Loss,-1.78,-2.72,0.94,-0.168,5.1,3.78,8.72,0.168,W2
Sep 30,Merrimack College,Boston University,3,7,Loss,-0.73,0.37,-1.11,-0.518,16.3,3.73,6.63,0.518,W2
Sep 30,University of Pittsburgh,West Virginia University ,4,3,Win,-3.73,-3.35,-0.38,1.015,66.8,7.73,6.35,1.985,W2
Sep 30,The Ohio State University,Rochester Institute Of Technology,14,1,Win,2.47,-0.74,3.22,0,100,11.53,1.74,3,W2
Sep 30,Northern Michigan University,Central Michigan University,1,3,Loss,-4.54,-3.41,-1.13,-1.184,39,5.54,6.41,1.184,W2
Oct 1,Niagara University,SUNY Cortland,6,1,Win,-3.75,-2.73,-1.02,0.068,98,9.75,3.73,2.932,W2
Oct 1,Northern Michigan University,Central Michigan University,4,6,Loss,-1.54,-0.41,-1.13,-1.184,39,5.54,6.41,1.184,W2
Oct 1,Assumption University,Harvard University,4,2,Win,-2.23,-1.13,-1.1,0.436,86.4,6.23,3.13,2.564,W2
Oct 1,University of Pennsylvania,United States Naval Academy,0,4,Loss,-4.58,-6.5,1.92,-0.065,1.9,4.58,10.5,0.065,W2
Oct 1,Oswego State University,Rochester Institute Of Technology,12,6,Win,5.37,0.48,4.89,1.101,63.8,6.63,5.52,1.899,W2
Oct 1,Villanova University,University of Delaware,4,3,Win,-1.48,-2.6,1.12,1.545,48.4,5.48,5.6,1.455,W2
Oct 1,Boston University,College of the Holy Cross,8,2,Win,-0.47,-1.35,0.88,0.143,95.7,8.47,3.35,2.857,W2
Oct 1,University Of Connecticut,Providence College,2,5,Loss,-0.3,-3.56,3.27,-0.047,1.3,2.3,8.56,0.047,W2
Oct 1,Lawrence Technological University,Aurora University,4,0,Win,-5.44,-5.89,0.45,0.394,87.7,9.44,5.89,2.606,W2
Oct 6,Central Michigan University,Michigan State University,3,4,Loss,-5.03,-0.56,-4.47,-2.581,86.9,8.03,4.56,2.581,W2
Oct 6,Maryville University,Miami University,1,1,Tie,-2.67,-7.37,4.7,1.304,5.9,3.67,8.37,0.196,W2
Oct 6,University of New Hampshire,Boston College,1,5,Loss,-2.45,-3.46,1.01,-0.156,4.7,3.45,8.46,0.156,W2
Oct 7,Harvard University,Boston University,3,7,Loss,-2.01,2.05,-4.07,-1.526,50.9,5.01,4.95,1.526,W2
Oct 7,Oswego State University,SUNY Cortland,1,13,Loss,-1.92,3.31,-5.23,-0.031,0.9,2.92,9.69,0.031,W2
Oct 7,West Chester University,Montclair State University,8,12,Loss,-0.68,1.54,-2.22,-0.776,24.7,8.68,10.46,0.776,W2
Oct 7,Maryville University,Miami University,2,1,OT Win,-2.67,-7.37,4.7,1.804,5.9,3.67,8.37,0.196,W2
Oct 7,University of Nebraska,University of Wisconsin Eau Claire,4,19,Loss,2.44,10.24,-7.8,-0.014,0.4,1.56,8.76,0.014,W2
Oct 7,University of New Hampshire,University Of Connecticut,2,4,Loss,-3.43,-0.91,-2.52,-1.699,56.9,5.43,4.91,1.699,W2
Oct 7,Michigan State University,Central Michigan University,1,7,Loss,-3.2,-1.48,-1.71,-0.263,8.1,4.2,8.48,0.263,W2
Oct 7,North Dakota State University,University of Minnesota Duluth,1,2,Loss,-7.14,-3.44,-3.7,-2.387,80.4,8.14,5.44,2.387,W2
Oct 7,Adrian College,University of Notre Dame,5,1,Win,-2.3,-2.32,0.02,0.288,91.2,7.3,3.32,2.712,W2
Oct 7,University of Maryland,Liberty University,0,4,Loss,-3.54,-3.02,-0.52,-0.385,12,3.54,7.02,0.385,W2
Oct 8,North Dakota State University,University of Minnesota Duluth,2,3,OT Loss,-6.14,-3.44,-2.7,-1.387,80.4,8.14,5.44,2.387,W2
Oct 8,University of Nebraska,University of Wisconsin Eau Claire,0,13,Loss,-1.56,4.24,-5.8,-0.014,0.4,1.56,8.76,0.014,W2
Oct 8,University of Maryland,Liberty University,1,2,OT Loss,-2.54,-6.02,3.48,0.615,12,3.54,7.02,0.385,W2
Oct 8,University of New Hampshire,Harvard University,1,8,Loss,-3.03,2.62,-5.65,-0.976,31.7,4.03,5.38,0.976,W2
Oct 8,University at Buffalo,The Ohio State University,0,9,Loss,-3,-1.7,-1.29,-0.007,0.2,3,10.7,0.007,W2
Oct 8,University of Pennsylvania,University of Delaware,1,10,Loss,-3.37,-0.61,-2.76,-0.046,1.3,4.37,10.61,0.046,W2
Oct 8,University of Notre Dame,Adrian College,2,8,Loss,-1.05,0.22,-1.27,-0.178,5.3,3.05,7.78,0.178,W2
Oct 13,Adrian College,Sault College,3,8,Loss,0.07,-1.91,1.98,-0.024,0.7,2.93,9.91,0.024,W2
Oct 13,Saint Anselm College,Harvard University,2,0,Win,-3.66,-5.33,1.67,1.377,54.3,5.66,5.33,1.623,W2
Oct 13,North Dakota State University,Lake Region State College,1,3,Loss,-5.3,-3.69,-1.61,-1.361,45.2,6.3,6.69,1.361,W2
Oct 13,University of Maryland,Georgetown University,5,1,Win,-4.19,-1.38,-2.81,0.028,99.2,9.19,2.38,2.972,W2
Oct 14,Bowling Green State University,University of Pittsburgh,2,4,Loss,-3.75,-2.4,-1.35,-1.263,41.8,5.75,6.4,1.263,W2
Oct 14,Sacred Heart University,University of Vermont,3,5,Loss,0.19,-1.71,1.9,-0.274,8.3,2.81,6.71,0.274,W2
Oct 14,University of Wisconsin Eau Claire,Northern Michigan University,1,4,Loss,-3.33,-3.29,-0.04,-0.528,16.7,4.33,7.29,0.528,W2
Oct 14,Loyola University Chicago,Michigan State University,1,8,Loss,-1.46,-1.54,0.08,-0.021,0.6,2.46,9.54,0.021,W2
Oct 14,Georgetown University,University of Virginia,1,5,Loss,-3.12,-0.83,-2.29,-0.862,27.9,4.12,5.83,0.862,W2
Oct 14,Providence College,Boston College,4,3,Win,-1.5,-1.72,0.22,1.201,60.4,5.5,4.72,1.799,W2
Oct 14,Bentley University,Boston University,2,10,Loss,-1.38,-0.18,-1.2,-0.029,0.8,3.38,10.18,0.029,W2
Oct 14,Adrian College,Sault College,0,10,Loss,-2.93,0.09,-3.02,-0.024,0.7,2.93,9.91,0.024,W2
Oct 14,West Chester University,Loyola University Maryland,13,7,Win,2.04,0.29,1.75,0.193,94.3,10.96,6.71,2.807,W2
Oct 14,Merrimack College,Saint Anselm College,0,5,Loss,-3.66,-2.92,-0.74,-0.256,7.8,3.66,7.92,0.256,W2
Oct 14,Iowa State University,University of Saint Thomas,2,6,Loss,-1.89,-3.24,1.35,-0.124,3.7,3.89,9.24,0.124,W2
Oct 14,North Dakota State University,Lake Region State College,5,1,Win,-1.3,-5.69,4.39,1.639,45.2,6.3,6.69,1.361,W2
Oct 14,Robert Morris University,Niagara University,0,8,Loss,-3.52,-2.09,-1.43,-0.038,1.1,3.52,10.09,0.038,W2
Oct 15,Loyola University Chicago,Michigan State University,3,5,Loss,0.54,-4.54,5.08,-0.021,0.6,2.46,9.54,0.021,W2
Oct 15,University of Wisconsin Eau Claire,Northern Michigan University,4,5,Loss,-0.33,-2.29,1.96,-0.528,16.7,4.33,7.29,0.528,W2
Oct 15,Bowling Green State University,University of Pittsburgh,3,2,OT Win,-3.75,-4.4,0.65,0.737,41.8,5.75,6.4,1.263,W2
Oct 15,Robert Morris University,Niagara University,1,6,Loss,-2.52,-4.09,1.57,-0.038,1.1,3.52,10.09,0.038,W2
Oct 15,University of Delaware,University of Maryland,2,0,Win,-6.05,-4.13,-1.92,0.323,90,8.05,4.13,2.677,W2
Oct 15,Boston College,Sacred Heart University,4,2,Win,-3.25,-1.04,-2.2,0.243,92.6,7.25,3.04,2.757,W2
Oct 15,University Of Connecticut,College of the Holy Cross,7,5,Win,0.12,1.57,-1.46,0.384,88.1,6.88,3.43,2.616,W2
Oct 15,Iowa State University,University of Saint Thomas,0,6,Loss,-3.89,-3.24,-0.65,-0.124,3.7,3.89,9.24,0.124,W2
Oct 15,University of New Hampshire,Assumption University,0,6,Loss,-3.05,-2.27,-0.78,-0.128,3.8,3.05,8.27,0.128,W2
Oct 15,Northeastern University,Providence College,2,1,Win,-2.62,-3.66,1.04,1.515,49.5,4.62,4.66,1.485,W2
Oct 15,Bentley University,Merrimack College,2,2,Tie,-1.48,-6.07,4.59,1.293,6.3,3.48,8.07,0.207,W2
Oct 19,Dakota College at Bottineau,Lake Region State College,4,3,OT Win,-6.06,-1.04,-5.02,-0.84,95.2,9.06,4.04,2.84,W2
Oct 20,United States Air Force Academy,United States Naval Academy,3,4,OT Loss,-0.91,-3.96,3.05,0.509,15.4,3.91,6.96,0.491,W2
Oct 20,Boston University,University of Vermont,1,2,Loss,-2.91,-5.53,2.61,-0.374,11.6,3.91,7.53,0.374,W2
Oct 20,University of Maryland,West Virginia University ,3,1,Win,-5.28,-4.31,-0.96,0.545,82.7,8.28,5.31,2.455,W2
Oct 20,Liberty University,Rowan University,1,3,Loss,-7.48,-0.27,-7.22,-2.868,96.1,8.48,3.27,2.868,W2
Oct 20,University of Virginia,Georgetown University,8,1,Win,2.62,-3.47,6.09,1.148,62.3,5.38,4.47,1.852,W2
Oct 20,Sault College,Loyola University Chicago,14,0,Win,2.45,-0.94,3.39,0,100,11.55,0.94,3,W2
Oct 21,United States Air Force Academy,United States Naval Academy,1,7,Loss,-2.91,0.04,-2.95,-0.491,15.4,3.91,6.96,0.491,W2
Oct 21,Liberty University,University of Delaware,0,3,Loss,-4.84,-3.29,-1.55,-0.974,31.7,4.84,6.29,0.974,W2
Oct 21,University of Maryland,West Virginia University ,8,5,Win,-0.28,-0.31,0.04,0.545,82.7,8.28,5.31,2.455,W2
Oct 21,Adrian College,Bowling Green State University,5,2,Win,-4,-1.34,-2.65,0.095,97.2,9,3.34,2.905,W2
Oct 21,University of Pennsylvania,Montclair State University,11,3,Win,-0.46,-1.84,1.39,0.017,99.5,11.46,4.84,2.983,W2
Oct 21,Oswego State University,Mercyhurst University,0,17,Loss,-1.53,5.93,-7.46,-0,0,1.53,11.07,0,W2
Oct 21,Bentley University,University of New Hampshire,3,4,Loss,-0.35,-5.77,5.42,-0.046,1.3,3.35,9.77,0.046,W2
Oct 21,University of Minnesota Duluth,University of Wisconsin Eau Claire,0,2,Loss,-5.02,-5.38,0.36,-0.702,22.5,5.02,7.38,0.702,W2
Oct 21,Lake Region State College,Iowa State University,2,0,Win,-5.31,-4.84,-0.47,0.668,78.6,7.31,4.84,2.332,W2
Oct 21,Lawrence Technological University,Aurora University,2,0,Win,-7.44,-5.89,-1.55,0.394,87.7,9.44,5.89,2.606,W2
Oct 21,Central Michigan University,Miami University,5,2,Win,-3.2,-1.95,-1.24,0.266,91.8,8.2,3.95,2.734,W2
Oct 21,Harvard University,University Of Connecticut,6,10,Loss,0.88,6.25,-5.37,-2.043,68.9,5.12,3.75,2.043,W2
Oct 21,Boston University,Merrimack College,4,3,Win,-2.15,-1.06,-1.09,0.744,76.1,6.15,4.06,2.256,W2
Oct 21,Robert Morris University,Rochester Institute Of Technology,15,2,Win,4.26,-1.71,5.97,0.018,99.5,10.74,3.71,2.982,W2
Oct 21,University at Buffalo,Niagara University,2,7,Loss,-0.91,-3.27,2.36,-0.014,0.4,2.91,10.27,0.014,W2
Oct 21,University of Wisconsin LaCrosse,Maryville University,0,2,Loss,-7.33,-4.09,-3.24,-1.939,65.2,7.33,6.09,1.939,W2
Oct 21,Georgetown University,George Washington University,8,0,Win,-2.03,-2.2,0.17,0.007,99.8,10.03,2.2,2.993,W2
Oct 21,Sault College,Loyola University Chicago,20,0,Win,8.45,-0.94,9.39,0,100,11.55,0.94,3,W2
Oct 22,Lake Region State College,Iowa State University,3,4,Loss,-4.31,-0.84,-3.47,-2.332,78.6,7.31,4.84,2.332,W2
Oct 22,The Ohio State University,West Virginia University ,4,3,Win,-5.67,-2.34,-3.33,0.248,92.4,9.67,5.34,2.752,W2
Oct 22,Brockport State University,Mercyhurst University,2,4,Loss,-1.79,-4.87,3.08,-0.152,4.6,3.79,8.87,0.152,W2
Oct 22,Boston College,Bentley University,8,3,Win,-2.84,0.63,-3.47,0.002,99.9,10.84,2.37,2.998,W2
Oct 22,Central Michigan University,Miami University,4,3,Win,-4.2,-0.95,-3.24,0.266,91.8,8.2,3.95,2.734,W2
Oct 22,Bowling Green State University,Adrian College,0,10,Loss,-3.07,0.62,-3.7,-0.052,1.5,3.07,9.38,0.052,W2
Oct 22,University of Minnesota Duluth,University of Wisconsin Eau Claire,2,8,Loss,-3.02,0.62,-3.64,-0.702,22.5,5.02,7.38,0.702,W2
Oct 22,University of Wisconsin LaCrosse,Maryville University,0,2,Loss,-7.33,-4.09,-3.24,-1.939,65.2,7.33,6.09,1.939,W2
Oct 22,Liberty University,University of Delaware,4,1,Win,-0.84,-5.29,4.45,2.026,31.7,4.84,6.29,0.974,W2
Oct 22,University of Vermont,University of New Hampshire,1,1,Tie,-5.98,-2.76,-3.22,-1.053,86,6.98,3.76,2.553,W2
Oct 22,Assumption University,College of the Holy Cross,9,1,Win,-0.91,-0.92,0,0.006,99.8,9.91,1.92,2.994,W2
Oct 22,Niagara University,University at Buffalo,9,4,Win,-1.01,0.84,-1.84,0.028,99.2,10.01,3.16,2.972,W2
Oct 22,Saint Anselm College,Merrimack College,5,0,Win,-2.44,-3.98,1.53,0.405,87.4,7.44,3.98,2.595,W2
Oct 27,Virginia Tech,University of Virginia,8,7,OT Win,3.74,2.78,0.96,0.917,35.3,3.26,4.22,1.083,W2
Oct 27,Villanova University,Rowan University,9,2,Win,-0.11,-0.88,0.77,0.055,98.4,9.11,2.88,2.945,W2
Oct 27,West Virginia University ,Brockport State University,4,1,Win,-3.18,-5.36,2.18,1.208,60.1,7.18,6.36,1.792,W2
Oct 27,Harvard University,University of New Hampshire,0,14,Loss,-4.97,9.62,-14.59,-1.734,58.2,4.97,4.38,1.734,W2
Oct 27,Niagara University,University of Delaware,0,3,Loss,-4.28,-5.37,1.09,-0.296,9.1,4.28,8.37,0.296,W2
Oct 27,Liberty University,United States Naval Academy,1,3,Loss,-4.07,-3.02,-1.05,-1.148,37.8,5.07,6.02,1.148,W2
Oct 27,Aurora University,Maryville University,2,1,Win,-6.38,-3.53,-2.85,0.342,89.4,8.38,4.53,2.658,W2
Oct 27,George Washington University,Virginia Tech,1,7,Loss,-0.45,-2.47,2.02,-0.005,0.1,1.45,9.47,0.005,W2
Oct 28,Northern Michigan University,Michigan State University,2,3,Loss,-5.26,-1.29,-3.96,-2.474,83.4,7.26,4.29,2.474,W2
Oct 28,University of Vermont,Merrimack College,2,0,Win,-5.22,-2.63,-2.59,0.176,94.7,7.22,2.63,2.824,W2
Oct 28,Northeastern University,University Of Connecticut,6,0,Win,-2.51,-2.49,-0.02,0.061,98.2,8.51,2.49,2.939,W2
Oct 28,University of Virginia,George Washington University,10,0,Win,-0.54,-2,1.46,0.002,99.9,10.54,2,2.998,W2
Oct 28,Niagara University,University of Delaware,2,3,OT Loss,-2.28,-6.37,4.09,0.704,9.1,4.28,8.37,0.296,W2
Oct 28,Miami University,Adrian College,1,3,Loss,-2.11,-5.46,3.35,-0.117,3.5,3.11,8.46,0.117,W2
Oct 28,Aurora University,Maryville University,1,0,Win,-7.38,-4.53,-2.85,0.342,89.4,8.38,4.53,2.658,W2
Oct 28,Sacred Heart University,Boston University,3,6,Loss,-1.33,0.33,-1.67,-0.994,32.4,4.33,5.67,0.994,W2
Oct 28,Robert Morris University,Mercyhurst University,4,4,Tie,0.03,-6.22,6.25,1.449,1.5,3.97,10.22,0.051,W2
Oct 28,Liberty University,Villanova University,2,2,Tie,-1.99,-3.54,1.56,0.594,29.4,3.99,5.54,0.906,W2
Oct 28,Rowan University,United States Naval Academy,0,4,Loss,-3.38,-5.82,2.44,-0.045,1.3,3.38,9.82,0.045,W2
Oct 28,University at Buffalo,Oswego State University,4,2,Win,-4.57,-1.42,-3.15,0.141,95.8,8.57,3.42,2.859,W2
Oct 28,University of Pennsylvania,West Chester University,16,3,Win,4.48,-0.61,5.1,0.002,99.9,11.52,3.61,2.998,W2
Oct 28,Virginia Tech,Georgetown University,4,3,OT Win,-0.58,-0.53,-0.05,0.476,50.8,3.58,3.53,1.524,W2
Oct 28,Rochester Institute Of Technology,West Virginia University ,3,11,Loss,0.24,-0.31,0.54,-0.001,0,2.76,11.31,0.001,W2
Oct 29,Northern Michigan University,Michigan State University,0,2,Loss,-7.26,-2.29,-4.96,-2.474,83.4,7.26,4.29,2.474,W2
Oct 29,Villanova University,United States Naval Academy,5,4,Win,-0.72,-1.34,0.62,1.358,55,5.72,5.34,1.642,W2
Oct 29,Assumption University,University of Vermont,3,4,OT Loss,-2.39,-1.51,-0.88,-0.84,61.9,5.39,4.51,1.84,W2
Oct 29,Miami University,Adrian College,4,5,Loss,0.89,-3.46,4.35,-0.117,3.5,3.11,8.46,0.117,W2
Oct 29,Merrimack College,Harvard University,1,4,Loss,-1.82,-1.59,-0.22,-0.485,15.1,2.82,5.59,0.485,W2
Oct 29,Mercyhurst University,University of Pittsburgh,1,4,Loss,-6.17,-1.63,-4.54,-2.039,68.7,7.17,5.63,2.039,W2
Oct 29,Rowan University,Liberty University,1,10,Loss,-2,1.09,-3.1,-0.075,2.2,3,8.91,0.075,W2
Oct 29,Virginia Tech,University of Virginia,4,5,Loss,0.74,0.78,-0.04,-1.083,35.3,3.26,4.22,1.083,W2
Oct 29,Oswego State University,University at Buffalo,2,11,Loss,-1.14,2.02,-3.16,-0.08,2.4,3.14,8.98,0.08,W2
Oct 29,College of the Holy Cross,University of New Hampshire,1,7,Loss,-2.05,-1.25,-0.8,-0.13,3.9,3.05,8.25,0.13,W2
Oct 29,University Of Connecticut,Sacred Heart University,4,4,Tie,0.03,-0.81,0.83,0.339,38.1,3.97,4.81,1.161,W2
Nov 1,Lake Region State College,Dakota College at Bottineau,1,7,Loss,-2.72,-2.43,-0.28,-0.091,2.7,3.72,9.43,0.091,W2
Nov 3,West Virginia University ,Rowan University,3,1,Win,-3.74,-6.82,3.08,1.883,36.7,6.74,7.82,1.117,W2
Nov 3,Mercyhurst University,Liberty University,2,0,Win,-2.16,-7.58,5.42,2.579,13.2,4.16,7.58,0.421,W2
Nov 3,Niagara University,Brockport State University,3,2,Win,-5.21,-1.65,-3.56,0.214,93.5,8.21,3.65,2.786,W2
Nov 3,Sacred Heart University,University Of Connecticut,10,3,Win,5.57,-1.32,6.89,1.454,51.6,4.43,4.32,1.546,W2
Nov 3,Lawrence Technological University,West Chester University,14,0,Win,2.27,-2.13,4.39,0,100,11.73,2.13,3,W2
Nov 3,University at Buffalo,United States Naval Academy,3,9,Loss,0.73,-2,2.72,-0.001,0,2.27,11,0.001,W2
Nov 3,Assiniboine Community College,Lake Region State College,8,0,Win,-2.44,-2.76,0.32,0.009,99.8,10.44,2.76,2.991,W2
Nov 3,George Washington University,University of Maryland,0,11,Loss,-0.98,-0.54,-0.44,-0,0,0.98,11.54,0,W2
Nov 4,University of Vermont,Boston College,1,3,Loss,-3.69,-3.03,-0.66,-1.004,32.8,4.69,6.03,1.004,W2
Nov 4,Lawrence Technological University,Rowan University,5,2,Win,-5.07,-2.97,-2.09,0.141,95.8,10.07,4.97,2.859,W2
Nov 4,University at Buffalo,Liberty University,1,7,Loss,-1.02,-3.59,2.57,-0.002,0.1,2.02,10.59,0.002,W2
Nov 4,Bentley University,Northeastern University,1,9,Loss,-0.69,-2.08,1.39,-0,0,1.69,11.08,0,W2
Nov 4,Montclair State University,University of Pennsylvania,2,16,Loss,-2.46,4.49,-6.95,-0.009,0.2,4.46,11.51,0.009,W2
Nov 4,Brockport State University,SUNY Cortland,5,1,Win,-2.02,-4.75,2.72,1.047,65.7,7.02,5.75,1.953,W2
Nov 4,Sault College,Northern Michigan University,10,0,Win,0.04,-2.89,2.93,0.022,99.4,9.96,2.89,2.978,W2
Nov 4,United States Naval Academy,Mercyhurst University,4,1,Win,-4.32,-4.07,-0.24,0.476,85,8.32,5.07,2.524,W2
Nov 4,Rochester Institute Of Technology,University of Pittsburgh,0,8,Loss,-1.93,-3.27,1.34,-0,0,1.93,11.27,0,W2
Nov 4,Merrimack College,College of the Holy Cross,9,3,Win,3.27,-0.45,3.73,0.659,79.1,5.73,3.45,2.341,W2
Nov 4,West Chester University,West Virginia University ,1,16,Loss,-2.27,4.57,-6.84,-0.002,0,3.27,11.43,0.002,W2
Nov 4,Providence College,Assumption University,5,1,Win,0.11,-3.56,3.67,1.369,54.6,4.89,4.56,1.631,W2
