game_id,homeG,awayG,status,home,away,phase,prop_date
20462,0,3,Final,University_of_Colorado,Midland_University,Regular,2024-9-6
21847,3,2,Final SO,University_of_Colorado,Midland_University,Regular,2024-9-7
18668,4,0,Final,Maryville_University,McKendree_University,Regular,2024-9-11
19904,1,7,Final,Saginaw_Valley_State_University,Davenport_University,Regular,2024-9-12
19062,6,2,Final,Oswego_State_University,George_Mason_University,Regular,2024-9-13
18844,6,4,Final,Temple_University,The_College_of_New_Jersey,Regular,2024-9-13
20604,5,2,Final,Kent_State_University,Northern_Illinois_University,Regular,2024-9-13
20785,1,4,Final,Western_Michigan_University,John_Carroll_University,Regular,2024-9-13
19026,5,3,Final,Drury_University,University_of_Alabama,Regular,2024-9-13
20477,3,0,Final,University_of_Oklahoma,Waldorf_University,Regular,2024-9-13
18669,6,5,Final,Maryville_University,Missouri_State_University,Regular,2024-9-13
21848,2,8,Final,Duquesne_University,University_of_Pittsburgh,Regular,2024-9-13
20413,3,7,Final,McKendree_University,University_of_Illinois,Regular,2024-9-13
20464,5,3,Final,University_of_Colorado,University_of_Central_Oklahoma,Regular,2024-9-13
20490,0,6,Final,Oakland_University,Concordia_University_Ann_Arbor,Regular,2024-9-13
19063,5,0,Final,Oswego_State_University,George_Mason_University,Regular,2024-9-14
20786,1,8,Final,Western_Michigan_University,John_Carroll_University,Regular,2024-9-14
20605,4,2,Final,Kent_State_University,Northern_Illinois_University,Regular,2024-9-14
19366,6,3,Final,Concordia_University_Ann_Arbor,Oakland_University,Regular,2024-9-14
19143,1,4,Final,The_College_of_New_Jersey,Temple_University,Regular,2024-9-14
18670,3,4,Final OT,Maryville_University,Missouri_State_University,Regular,2024-9-14
19027,6,1,Final,Drury_University,University_of_Alabama,Regular,2024-9-14
18860,7,2,Final,University_of_Mary,Iowa_State_University,Regular,2024-9-14
20478,3,2,Final,University_of_Oklahoma,Waldorf_University,Regular,2024-9-14
20414,5,1,Final,McKendree_University,University_of_Illinois,Regular,2024-9-14
18633,1,6,Final,William_Paterson_University,Villanova_University,Regular,2024-9-14
20465,3,1,Final,University_of_Colorado,University_of_Central_Oklahoma,Regular,2024-9-14
19905,0,9,Final,Saginaw_Valley_State_University,Davenport_University,Regular,2024-9-14
19958,1,7,Final,West_Virginia_University,University_of_Pittsburgh,Regular,2024-9-15
18861,7,4,Final,University_of_Mary,Iowa_State_University,Regular,2024-9-15
19383,8,0,Final,University_of_Michigan_Dearborn,Rochester_Christian_University,Regular,2024-9-17
20771,1,9,Final,Rochester_Christian_University,University_of_Michigan_Dearborn,Regular,2024-9-18
19440,15,1,Final,Niagara_University,Rochester_Institute_of_Technology,Regular,2024-9-20
18494,-,-,Postponed,Ohio_University,Purdue_University_Northwest,Regular,2024-9-20
19064,1,2,Final SO,Oswego_State_University,University_of_Pittsburgh,Regular,2024-9-20
18845,6,4,Final,Temple_University,West_Virginia_University,Regular,2024-9-20
19459,5,1,Final,Rutgers_University,William_Paterson_University,Regular,2024-9-20
18904,0,5,Final,Cleary_University,Calvin_University,Regular,2024-9-20
19077,0,6,Final,Towson_University,Duquesne_University,Regular,2024-9-20
19050,2,6,Final,Illinois_State_University,Maryville_University,Regular,2024-9-20
18754,4,2,Final,University_of_Central_Oklahoma,Drury_University,Regular,2024-9-20
18521,4,1,Final,University_of_Jamestown,Midland_University,Regular,2024-9-20
19893,5,0,Final,West_Chester_University,Indiana_University_of_Pennsylvania,Regular,2024-9-20
20577,3,6,Final,John_Carroll_University,Grand_Valley_State_University,Regular,2024-9-20
21961,7,4,Final,Canisius_University,Robert_Morris_University,Regular,2024-9-20
19868,2,1,Final,Lehigh_University,The_College_of_New_Jersey,Regular,2024-9-20
18944,3,0,Final,Missouri_State_University,McKendree_University,Regular,2024-9-20
20532,0,1,Final SO,University_of_Utah,University_of_Colorado,Regular,2024-9-20
19065,5,3,Final,Oswego_State_University,University_of_Pittsburgh,Regular,2024-9-21
20672,0,4,Final,Rochester_Institute_of_Technology,Villanova_University,Regular,2024-9-21
18846,2,4,Final,Temple_University,West_Virginia_University,Regular,2024-9-21
19894,3,4,Final SO,West_Chester_University,Indiana_University_of_Pennsylvania,Regular,2024-9-21
21962,3,2,Final,Canisius_University,Robert_Morris_University,Regular,2024-9-21
20578,4,1,Final,John_Carroll_University,Grand_Valley_State_University,Regular,2024-9-21
19078,4,6,Final,Towson_University,Duquesne_University,Regular,2024-9-21
19144,5,2,Final,The_College_of_New_Jersey,Lehigh_University,Regular,2024-9-21
18945,3,4,Final OT,Missouri_State_University,McKendree_University,Regular,2024-9-21
18495,-,-,Postponed,Ohio_University,Purdue_University_Northwest,Regular,2024-9-21
20518,9,1,Final,Calvin_University,Cleary_University,Regular,2024-9-21
18755,2,6,Final,University_of_Central_Oklahoma,Drury_University,Regular,2024-9-21
18522,5,0,Final,University_of_Jamestown,Midland_University,Regular,2024-9-21
18634,7,6,Final OT,William_Paterson_University,Rutgers_University,Regular,2024-9-21
19051,2,5,Final,Illinois_State_University,Maryville_University,Regular,2024-9-21
20533,5,3,Final,University_of_Utah,University_of_Colorado,Regular,2024-9-21
20673,2,6,Final,Rochester_Institute_of_Technology,Villanova_University,Regular,2024-9-22
19990,7,2,Final,University_of_Toledo,Davenport_University,Regular,2024-9-26
19193,9,3,Final,University_of_Arizona,San_Diego_State_University,Regular,2024-9-26
18802,1,4,Final,University_of_Alabama,University_of_Oklahoma,Regular,2024-9-26
18671,3,0,Final,Maryville_University,Midland_University,Regular,2024-9-26
20694,4,5,Final OT,Villanova_University,George_Mason_University,Regular,2024-9-27
18997,4,0,Final,University_of_Delaware,Concordia_University_Ann_Arbor,Regular,2024-9-27
21544,4,0,Final,Indiana_University_of_Pennsylvania,Lawrence_Tech,Regular,2024-9-27
18829,4,2,Final,United_States_Naval_Academy,University_of_Rhode_Island,Regular,2024-9-27
18618,2,4,Final,Syracuse_University,Robert_Morris_University,Regular,2024-9-27
19125,0,6,Final,University_of_Pittsburgh,Liberty_University,Regular,2024-9-27
18496,1,4,Final,Kent_State_University,Ohio_University,Regular,2024-9-27
18847,5,1,Final,Temple_University,Drexel_University,Regular,2024-9-27
19079,4,3,Final OT,Towson_University,William_Paterson_University,Regular,2024-9-27
19052,1,2,Final,Illinois_State_University,University_of_Mary,Regular,2024-9-27
18602,0,1,Final,University_of_Illinois,Minot_State_University,Regular,2024-9-27
18803,2,5,Final,University_of_Alabama,University_of_Oklahoma,Regular,2024-9-27
20579,0,2,Final,John_Carroll_University,Northwood_University,Regular,2024-9-27
20430,2,4,Final,Northern_Illinois_University,Waldorf_University,Regular,2024-9-27
20787,1,6,Final,Western_Michigan_University,Saginaw_Valley_State_University,Regular,2024-9-27
20415,1,5,Final,McKendree_University,Midland_University,Regular,2024-9-27
20492,2,7,Final,Oakland_University,Cleary_University,Regular,2024-9-27
20505,6,5,Final SO,Colorado_State_University,University_of_Colorado,Regular,2024-9-27
19869,6,3,Final,Lehigh_University,Rutgers_University,Regular,2024-9-27
19194,5,2,Final,University_of_Arizona,San_Diego_State_University,Regular,2024-9-27
19943,0,9,Final,Iowa_State_University,University_of_Jamestown,Regular,2024-9-27
19959,3,4,Final,West_Virginia_University,West_Chester_University,Regular,2024-9-27
19441,1,0,Final OT,Niagara_University,Oswego_State_University,Regular,2024-9-27
18619,10,3,Final,Syracuse_University,Robert_Morris_University,Regular,2024-9-28
