game_id,homeG,awayG,status,home,away,phase,prop_date
23411,6,2,Final,The_Ohio_State_University,Miami_University,Regular,2024-9-15
19663,14,0,Final,Villanova_University,West_Chester_University,Regular,2024-9-20
20056,1,5,Final,University_of_Pennsylvania,University_of_Pittsburgh,Regular,2024-9-20
19664,6,1,Final,Villanova_University,University_of_Pittsburgh,Regular,2024-9-21
22376,0,15,Final,University_of_Nebraska,Iowa_State_University,Regular,2024-9-21
20088,5,0,Final,Rowan_University,University_of_Maryland,Regular,2024-9-21
22377,0,18,Final,University_of_Nebraska,Iowa_State_University,Regular,2024-9-22
20045,15,0,Final,University_of_Delaware,West_Chester_University,Regular,2024-9-22
22572,-,-,Postponed,College_of_the_Holy_Cross,Bentley_University,Regular,2024-9-22
23703,4,2,Final,Providence_College,Merrimack_College,Regular,2024-9-22
21890,0,7,Final,West_Virginia_University_,Lawrence_Technological_University,Regular,2024-9-26
20972,6,5,Final,Iowa_State_University,University_of_Iowa,Regular,2024-9-27
21891,1,9,Final,West_Virginia_University_,Lawrence_Technological_University,Regular,2024-9-27
19763,0,7,Final,West_Chester_University,University_of_Delaware,Regular,2024-9-27
23268,6,1,Final,Boston_University,University_of_Pennsylvania,Regular,2024-9-27
20973,7,6,Final,Iowa_State_University,University_of_Iowa,Regular,2024-9-28
19814,4,3,Final OT,Robert_Morris_University,Lawrence_Technological_University,Regular,2024-9-28
19804,2,3,Final,Central_Michigan_University,Eastern_Michigan_University,Regular,2024-9-28
21609,7,6,Final,University_Of_Connecticut,Sacred_Heart_University,Regular,2024-9-28
22625,17,0,Final,North_Dakota_State_University,University_of_Nebraska,Regular,2024-9-28
19665,1,3,Final,Villanova_University,The_Ohio_State_University,Regular,2024-9-28
20341,12,0,Final,University_of_Maryland,Montclair_State_University,Regular,2024-9-28
22773,1,2,Final,Miami_University,University_of_Illinois,Regular,2024-9-28
19666,2,5,Final,Villanova_University,The_Ohio_State_University,Regular,2024-9-29
22626,16,2,Final,North_Dakota_State_University,University_of_Nebraska,Regular,2024-9-29
20046,0,2,Final,University_of_Delaware,United_States_Naval_Academy,Regular,2024-9-29
21736,11,2,Final,University_of_Virginia,George_Washington_University,Regular,2024-9-29
22774,4,2,Final,Miami_University,University_of_Illinois,Regular,2024-9-29
22579,5,4,Home Forfeit OT,Harvard_University,University_of_Pennsylvania,Regular,2024-9-29
22131,2,4,Final,Saint_Anselm_College,Boston_University,Regular,2024-9-29
22712,1,4,Final,University_of_New_Hampshire,University_Of_Connecticut,Regular,2024-9-29
19815,0,5,Final,Robert_Morris_University,Lawrence_Technological_University,Regular,2024-9-29
22573,2,4,Final,College_of_the_Holy_Cross,Sacred_Heart_University,Regular,2024-9-29
20980,2,1,Final OT,Liberty_University,University_of_Delaware,Regular,2024-10-4
23412,6,0,Visiting Forfeit,The_Ohio_State_University,Bowling_Green_State_University,Regular,2024-10-4
21725,1,0,Final,Brockport_State_University,Niagara_University,Regular,2024-10-4
21892,3,0,Final,West_Virginia_University_,Robert_Morris_University,Regular,2024-10-4
23533,15,2,Final,George_Washington_University,University_of_North_Carolina,Regular,2024-10-4
22870,2,7,Final,Merrimack_College,Boston_University,Regular,2024-10-5
20981,6,3,Final,Liberty_University,University_of_Delaware,Regular,2024-10-5
22132,4,0,Final,Saint_Anselm_College,University_of_New_Hampshire,Regular,2024-10-5
22903,3,4,Final,University_of_Vermont,Boston_College,Regular,2024-10-5
23113,1,4,Final,University_of_Illinois,University_of_Iowa,Regular,2024-10-5
23417,6,0,Final,Niagara_University,West_Virginia_University_,Regular,2024-10-5
21647,1,1,Final OT,Eastern_Michigan_University,Aurora_University,Regular,2024-10-5
23384,9,1,Final,Virginia_Tech,University_of_North_Carolina,Regular,2024-10-5
23438,4,3,Final,University_of_Wisconsin_Eau_Claire,University_of_Minnesota_Duluth,Regular,2024-10-5
22036,4,2,Final,Northern_Michigan_University,Central_Michigan_University,Regular,2024-10-5
21726,5,3,Final,Brockport_State_University,University_of_Pittsburgh,Regular,2024-10-5
22775,0,14,Final,Miami_University,Sault_College,Regular,2024-10-5
20089,1,6,Final,Rowan_University,Villanova_University,Regular,2024-10-5
21648,6,1,Final,Eastern_Michigan_University,Aurora_University,Regular,2024-10-6
23439,0,3,Final,University_of_Wisconsin_Eau_Claire,University_of_Minnesota_Duluth,Regular,2024-10-6
23385,5,4,Final,Virginia_Tech,University_of_Virginia,Regular,2024-10-6
